predict_type,known_columns,num_known_columns,secret_column,predicted_value,true_value,prediction,base_confidence,attack_confidence
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[12285.0, 85906.0)",False,,0.998
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[233148.0, 306769.0)",False,0.37,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[306769.0, 380390.0)",False,,0.984
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,0.5475,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[233148.0, 306769.0)",False,,0.988
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,0.47,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[12285.0, 85906.0)","[12285.0, 85906.0)",True,,0.997
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,0.37,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,,0.992
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[306769.0, 380390.0)","[233148.0, 306769.0)",False,0.28,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[601253.0, 674874.0)",False,,0.984
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,0.6952222222222224,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[12285.0, 85906.0)","[159527.0, 233148.0)",False,,0.999
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[380390.0, 454011.0)",False,0.32,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,,0.993
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,0.37,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,,0.914
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,0.375,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[233148.0, 306769.0)",False,,0.855
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[306769.0, 380390.0)","[159527.0, 233148.0)",False,0.27,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[380390.0, 454011.0)","[306769.0, 380390.0)",False,,1.0
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[12285.0, 85906.0)","[85906.0, 159527.0)",False,0.38,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[233148.0, 306769.0)",False,,0.833
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[306769.0, 380390.0)",False,0.29,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[306769.0, 380390.0)",False,,0.997
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,0.36,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,,0.928
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[12285.0, 85906.0)",False,0.39,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,,0.921
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[233148.0, 306769.0)",False,0.37,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,,0.914
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[380390.0, 454011.0)",False,0.3,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,,0.999
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Some-college,True,0.76,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Some-college,True,,0.992
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Masters,Masters,True,0.6,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,,0.942
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,0.86,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Some-college,True,,0.997
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Masters,Masters,True,0.63,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,,0.99
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,9th,10th,False,0.37,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,9th,9th,True,,0.969
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Doctorate,Doctorate,True,0.49,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,,0.992
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Assoc-voc,Assoc-voc,True,0.8,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,,0.996
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,0.98,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Assoc-voc,False,,0.92
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,10th,10th,True,0.67,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,10th,11th,False,,0.977
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Assoc-voc,Assoc-voc,True,0.78,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Assoc-voc,Assoc-voc,True,,0.978
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,1.0,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,,0.966
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,0.97,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,12th,False,,0.918
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Some-college,True,0.95,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Some-college,True,,0.984
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,10th,10th,True,0.33,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,,0.927
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,0.92,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,11th,Some-college,False,,0.963
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,11th,11th,True,0.79,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,,0.986
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Some-college,True,0.88,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,,0.979
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,0.72,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Assoc-voc,Assoc-voc,True,,0.954
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,11th,11th,True,0.66,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,,0.991
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Masters,Masters,True,0.87,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,12th,12th,True,,0.989
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,0.78,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Some-college,True,,0.916
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,10th,10th,True,0.65,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Masters,Masters,True,,0.832
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Some-college,True,0.95,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Assoc-acdm,Assoc-acdm,True,,0.996
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,1.0,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Assoc-voc,Assoc-voc,True,,0.993
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,0.83,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,,0.989
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,0.98,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Assoc-voc,False,,0.918
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,1.0,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,,0.995
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,7th-8th,7th-8th,True,0.85,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,Some-college,False,,0.977
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,0.94,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Some-college,True,,0.994
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,0.98,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,,0.912
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,0.68,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Bachelors,False,,0.912
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,1.0,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,,0.974
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Assoc-voc,Assoc-voc,True,0.41,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Some-college,Some-college,True,,0.926
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,HS-grad,HS-grad,True,1.0,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Bachelors,Bachelors,True,,0.918
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,Masters,Masters,True,0.69,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,education,7th-8th,7th-8th,True,,0.973
